,job_title,company_name,url,job_location,job_time_posted,job_applicants_applied,job_role,job_details
144,EMBEDDED SW ENGINEER (Body Electronics) ,FORVIA HELLA,https://www.linkedin.com/jobs/search/currentJobId=4208159012&geoId=103697962&keywords=ML%20engineer&origin=JOB_SEARCH_PAGE_SEARCH_BUTTON&refresh=true,"Ho Chi Minh City, Ho Chi Minh City, Vietnam ", 41 minutes ago,0 people clicked apply,HybridFull-time,"location ho chi minh city, vietnam,forvia hella is a listed, international automotive supplier. coming together with faurecia in the forvia group, we build the world's seventh largest supplier of automotive technologies. as a global market leader in high-growth areas, forvia employs 157,000 people worldwide. forvia hella therein stands for high-performance lighting technology and automotive electronics. at the same time, we cover a broad service and product portfolio for the spare parts and workshop business as well as for manufacturers of special vehicles with our business group lifecycle solutions. with around 37,500 employees at over 125 locations, the company is active worldwide and generated adjusted sales of € 8.1 billion on a preliminary basis in the fiscal year 2023.,your tasks,in the business division electronics, you will be working with the software development team for body electronics control units, design, develop & test product-specific software of automotive body electronics module & system over the entire product development cycle; , apply model-based development on a distributed embedded system; , work on sw-architecture, write, test and debug code according to software requirement specification and the defined process; , discuss with customer about specific solution for body electronics modules & system, including function implementation and system interface; , complete software module test report and integration test report according to test result; , primarily responsible of software modules of hella products; , other job assigned by department manager. ,your qualifications, bachelor degree or above, with major in computer science, computer engineering, electrical engineering or mechatronics or related majors , 2-5 years experience in embedded system; , embedded development tool especially rhapsody, polyspace, windidea, davinci, doors, ptc… , experience with simulation and development tools, e.g. vector canoe, etc; , experience with c. , being familiar with 16-/32-bit microprocessor; , real time operating system rtos such as freertos, osek; , autosar experience is a plus; , knowledge on communication & diagnostic protocols: can, lin, ethernet and tcp/ip protocols and uds. , good team player and good communication skills; , ability to communication in english. , experience on basic software development , experience on smart car access is a plus; , experience on wireless communication as bluetooth, uwb,nfc is a plus; ,please send your cv in english language.,even if you do not meet all our requirements, do not hesitate to apply to us, because the further development of our employees is very important to us and opens up a wide range of opportunities for you in our company.,forvia hella stands for the variety of all employees. inclusion and diversity are firmly anchored in our company culture. we are continuously looking for new team players and welcome applications from all interested parties, regardless of their ethical and social background, age, religion, gender, disability, sexual orientation or identity.,please send us your application via our career portal, stating your salary requirements and earliest possible starting date, with the reference number req16173."
145,Design For Test Engineer,HCLTech Vietnam ,https://www.linkedin.com/jobs/search/currentJobId=4206272667&geoId=103697962&keywords=ML%20engineer&origin=JOB_SEARCH_PAGE_SEARCH_BUTTON&refresh=true,"Ho Chi Minh City, Vietnam",5 days ago,1 applicant,On-siteFull-time0 of 3 skills matchRequired skills are missing from your profile,"hcl vietnam company limited belongs to hcltech which is a global technology company, home to 222,270+ people across 60 countries, delivering industry-leading capabilities centered around digital, engineering and cloud, powered by a broad portfolio of technology services and products. we work with clients across all major verticals, providing industry solutions for financial services, manufacturing, life sciences and healthcare, technology and services, telecom and media, retail and cpg, and public services. consolidated revenues as of 12 months ending september 30, 2022, totaled $12.1 billion.,website: https://www.hcltech.com/,duty & responsibilities,to be responsible for managing technology in projects and providing technical guidance or solutions for work completion,to be responsible for providing technical guidance or solutions,to develop and guide the team members in enhancing their technical capabilities and increasing productivity,to prepare and submit status reports for minimizing exposure and risks on the project or closure of escalations.,to ensure process compliance in the assigned module, and participate in technical discussions or review,main requirements,5-10 years of experience,handle mbist insertion, scan insertion, bscan insertion, aptg verification.,experience on mentor tessent tool flow for dft,good command of english. have chance to work onsite in japan.,benefit,18 paid leaves per year (including 12 annual leaves + 6 personal leaves).,insurance plan based on full salary + 13th salary + performance bonus.,100% full salary in probation period.,medical benefit (personal) and family based on levels.,working in a fast paced, flexible, and multinational working environment. chance to travel onsite (in 49 countries).,internal training (technical & functional). scope of english training.,working from mondays to fridays. "
146,Global Microsoft Endpoint Engineer,Renesas Electronics,http://linkedin.com/jobs/search/currentJobId=4205519012&geoId=103697962&keywords=ML%20engineer&origin=JOB_SEARCH_PAGE_SEARCH_BUTTON&refresh=true,"Ho Chi Minh City, Vietnam",6 days ago ,11 applicants,HybridFull-time0 of 4 skills matchRequired skills are missing from your profile,"this role is part of a global endpoint computing team, responsible for development, standardization, and management of the company’s global pc and mobile device infrastructure. ,manage and maintain a global co-managed intune and configuration manager environment with of over 25,000 endpoints ,develop and perform software deployments and operating system configuration changes using various software development & automation techniques. ,provide direct 3rd line end user support for escalated pc and mobile device issues and needs. ,work with vendors as needed to resolve application or end user issues. ,identify improvements in existing functionality and recommend enhancements. ,manage and deliver project activities as part of the overall roadmap. ,be able to investigate issues under tight time constraints and be able prioritize work accordingly. ,be able to work with minimal supervision. ,write and maintain appropriate documentation,key performance measures,the availability of the microsoft endpoint manager services to the business. ,delivering project goals to the required standard and on time. ,resolving personally assigned incident tickets promptly to the expected standard.,qualifications,bachelor or master degree with relevant background (e/g information systems), or similar proven track record of successful projects in the area of microsoft endpoint management,5 years’ experience supporting windows client os with minimum of 2 years supporting windows 10/ 11 ,5 years’ experience developing, implementing, and administrating microsoft configuration manager / mecm and intune ,good understanding of where endpoint management fits into wider it and reliant \ dependent technologies (ad, gpo, entra, networking etc…) ,endpoint management certified preferred. ,proficiency in powershell scripting. ,problem solving skills coupled with a strong customer focus. ,excellent communication both written and verbal."
147,Data & AI Consultant ,SoftwareOne,https://www.linkedin.com/jobs/search/currentJobId=4191809509&geoId=103697962&keywords=ai%20engineer&origin=JOB_SEARCH_PAGE_KEYWORD_AUTOCOMPLETE&refresh=true,"Ho Chi Minh City, Ho Chi Minh City, Vietnam",2 weeks ago ,56 people clicked apply,HybridFull-time,"as an ai solutions consultant focusing on generative ai (genai) in a presales capacity, you will serve as a trusted advisor to our clients and sales team. in this client-facing role, you help customers explore and define use cases for our genai solutions running on microsoft azure. you will bridge the gap between business needs and technical possibilities – engaging with business decision-makers to understand their challenges and then showcasing how generative ai can deliver real value. this role does not require deep ai development expertise, but it does require a strong interest in genai technologies (e.g., openai, hugging face) and solid azure cloud experience. if you are passionate about the potential of genai and excel at communicating complex ideas in a clear, compelling way, this position offers a unique opportunity to combine your enthusiasm for ai with your consulting and presentation skills., ,responsibilities: ,client discovery & use case definition: work closely with sales teams and customers to identify business challenges and potential genai use cases. ask probing questions to uncover needs and define value propositions where ai can make a meaningful impact.,presentations & demonstrations: design and deliver engaging presentations and live demos of our generative ai solution. clearly articulate technical capabilities (e.g. how an ai model works) in business-friendly terms, tailoring your message to both technical and non-technical stakeholders.,proposal & solution development: assist in crafting customized proposals, proof-of-concepts (pocs), and solution outlines that align our offerings to the client’s requirements. highlight the roi and business value of proposed genai solutions, ensuring decision-makers grasp the benefits.,technical advisory in sales cycle: act as a trusted technical advisor during the sales process. address client questions about solution architecture, azure deployment, security, and integration. bridge conversations between customer’s it teams and business leaders to ensure all parties see the path to success.,stay current with genai trends: continuously stay up-to-date on the rapidly evolving genai landscape – from new azure ai services and openai model updates to emerging tools on hugging face. proactively share relevant insights and best practices with customers and internal teams to maintain our competitive edge.,cross-team collaboration: collaborate with our engineering and delivery teams to ensure a smooth handoff from presales to implementation. communicate customer expectations, use case details, and scope clearly, helping to ensure the delivered solution meets the defined objectives.,feedback & continuous improvement: provide feedback from client interactions to product management and leadership. offer insights into common customer needs or obstacles to help refine our genai offerings and go-to-market strategy over time., job requirements ,required skills & qualifications, ,azure cloud expertise: strong hands-on experience with microsoft azure services and architecture. comfortable deploying and managing solutions in azure environments (experience working within customers’ azure tenants is a plus).,presales & consulting experience: proven experience in a customer-facing technical role such as solutions consultant, sales engineer, or technical advisor. skilled at handling presales activities including discovery workshops, product demonstrations, and proposal development.,generative ai familiarity: solid understanding of ai/ml concepts and enthusiastic interest in generative ai. exposure to platforms like azure openai, azure foundry or similar platform is highly valued – you stay curious and continue to learn about new ai capabilities.,excellent communication: exceptional presentation and storytelling skills. able to translate complex technical concepts into clear, impactful messages for business leaders, and conversely, convey business requirements to technical teams.,business acumen: comfortable engaging with managers and executives to discuss their strategic objectives. able to identify how ai solutions can drive business value, improve processes, or create new opportunities.,problem-solving mindset: proactive and creative in solving problems. capable of thinking on your feet during meetings and adapting to new information or questions.,team collaboration: strong interpersonal skills with an ability to work cross-functionally. you can build trust with clients, work hand-in-hand with sales colleagues, and coordinate with technical teams smoothly., ,education: bachelor’s degree in computer science, information systems, engineering, or a related field (or equivalent professional experience). an advanced degree or relevant coursework in ai/ml is a bonus but not required., ,preferred qualifications: ,relevant azure certifications: microsoft certified: azure fundamentals (az-900), azure solutions architect expert, and/or azure ai fundamentals (ai-900). these certifications demonstrate a strong foundation in azure cloud and ai services.,advanced cloud/ai certifications: additional certifications such as azure ai engineer associate, azure data scientist associate, or similar credentials in cloud architecture or data/ai are a plus.,azure ai services experience: hands-on experience with azure ai and data services (e.g., azure openai service, cognitive services, azure machine learning) in a project or presales capacity.,generative ai tools: familiarity with popular ai frameworks and tools – for example, building demos or projects using openai apis, hugging face transformers, or other ai/ml libraries.,industry knowledge: knowledge of industry trends in ai and experience applying technology solutions in one or more domains (finance, healthcare, retail, etc.) can be advantageous.company description ,softwareone is a leading global software and cloud solutions provider that is redefining how companies build, buy and handle everything in the cloud. by helping clients to migrate and modernize their workloads and applications – and in parallel, to navigate and optimize the resulting software and cloud changes – softwareone unlocks the value of technology. the company’s 8,900 employees are driven to deliver a portfolio of 7,500 software brands with sales and delivery capabilities in 90 countries. headquartered in switzerland, softwareone is listed on the six swiss exchange under the ticker symbol swon. visit us at https://www.softwareone.com/en"
148,Hardware / Firmware validation engineer (Relocate to Taiwan),HCLTech Vietnam ,https://www.linkedin.com/jobs/search/currentJobId=4197739323&geoId=103697962&keywords=ai%20engineer&origin=JOB_SEARCH_PAGE_KEYWORD_AUTOCOMPLETE&refresh=true,"Ho Chi Minh City, Vietnam ",1 week ago ,20 applicants,On-siteFull-time,"hcltech vietnam ltd,hcltech is a global technology company, home to more than 220,755 people across 60 countries, delivering industry-leading capabilities centered around digital, engineering, cloud and ai, powered by a broad portfolio of technology services and products. we work with clients across all major verticals, providing industry solutions for financial services, manufacturing, life sciences and healthcare, technology and services, telecom and media, retail and cpg, and public services. consolidated revenues as of 12 months ending dec 2024 totaled $13.8 billion. to learn how we can supercharge progress for you, visit hcltech.com. to know more about career opportunities, visit: supercharged careers in vietnam | find your spark (hcltech.com).,location 1: five star tower, 28bis mc nh chi, a kao ward, district 1, ho chi minh,location 2: leadvisors tower, 643 pham van dong, tu liem north, ha noi,hcl vietnam is seeking highly skilled and motivated hardware / firmware validation engineers to join our team and work onsite in taiwan. the job details and requirements are below:,job duties:,hw system integration testing,os certification,bios / bmc firmware test and os compatibility test.,issue report / analysis / debugging and feature behavior clarification.,requirements:,familiar with pc/server architecture, cpu, memory, storage and network.,advanced familiar with bios, bmc or os cv/cert test.,english written communication skills. toeic test > 350.,other requirements:,willing to learn proactively.,no restrictions on education or major,age is not a barrier; mid-career changes are welcome.,benefit,insurance plan based on full salary + 13th salary + performance bonus (based on level).,attractive salary package • 100% full salary in probation period.,meal allowance 730,000 vnd/month,personal medical benefit (24/7 bao viet insurance package) and family medical benefit (based on level of experience).,18 leaves per year (including 12 annual leaves, 6 personal leaves and not including public holidays).,hcl technologies has been named by forbes as being ranked number 30 of the world’s best employers for 2020, honoring hcl among the top global employers in the world."
149,Senior Software Engineer - Full Stack,Emapta Global,https://www.linkedin.com/jobs/search/currentJobId=4188549016&geoId=103697962&keywords=ai%20engineer&origin=JOB_SEARCH_PAGE_KEYWORD_AUTOCOMPLETE&refresh=true&start=125,"Ho Chi Minh City, Vietnam ",Reposted 6 days ago ,Over 100 applicants,RemoteFull-time0 of 3 skills matchRequired skills are missing from your profile,"prescribe code, cure workflows—build tech that heals healthcare,health note, a 2024 digital health hub foundation finalist, is redefining clinical documentation with ai-powered innovation. from ambient ai scribes to intelligent intake systems, they transform healthcare operations across 60+ clinics. born from a real physician’s need, their tools now support millions of patient visits. as an employer, health note offers global reach, growth-stage agility, and real-world impact—all from your home in vietnam. join a team where your code helps clinicians and patients breathe easier—literally.,job description,as a senior software engineer, you’ll drive mission-critical systems supporting 60+ healthcare networks, shape architecture, lead integrations, and define tech direction. working in a remote-first, fast-paced startup, you’ll collaborate cross-functionally, apply full-stack typescript, and innovate with cutting-edge tools—making real impact in a high-growth healthcare technology environment.,job overview,employment type: full-time,shift: night shift (mon - fri, 08:00 pm to 05:00 am, weekends off),work setup: permanent work from home,exciting perks await!,standard government benefits,work from home arrangement,20 days annual leave,career growth opportunities,unlimited upskilling through emapta academy courses (want to know more visit https://bit.ly/emaptatrainingcalendar),the qualifications we seek,5+ years of experience developing robust and scalable full-stack applications, databases, and developer tools,proven experience designing, building, deploying, operating, and maintaining production applications at scale,strong background in javascript (typescript), react, nodejs (nestjs), and postgresql,familiarity with modern web technologies such as http2, websockets, grpc, and graphql,experience improving codebases through automated testing (vitest, cypress, playwright), continuous deployment, and integration (circleci, github actions, codefresh),experience architecting and developing solutions for complex, high-impact problems,nice to haves,experience with observability and monitoring tools (e.g., datadog, grafana, sentry, cloudwatch),hands-on experience with infrastructure-as-code in production environments,familiarity with internal ui and front-end tools such as retool, salesforce communities, contentful, react, and nextjs,experience working with containers and orchestration tools like docker or kubernetes,expertise in designing, versioning, and scaling apis,proficiency in at least one of the following languages: golang, python, javascript, typescript, or kotlin,background in healthcare, healthtech, or regulated industries, especially with ehr/emr integration,strong debugging skills for distributed systems,experience with container runtime environments such as aws fargate,your daily tasks,design, implement, and maintain highly scalable and high-performance services and applications,improve the codebase and test coverage through refactoring, unit testing, system testing, deployment automation, and continuous enhancements,develop and enhance internal tools and systems to support scaling and team growth,mentor and support team members by guiding design techniques, establishing coding standards, and providing feedback to ensure best practices,conduct deep architectural work, experimenting with new and emerging technologies,collaborate with cross-functional teams to generate insights and enhance product and service capabilities,welcome to emapta!,take part in a journey of professional fulfillment with emapta, where career aspirations meet the vibrant spirit of vietnam. join a community that embraces togetherness, fostering excellence through shared camaraderie. we celebrate your unique contributions with compensation packages that mirror your skills and dedication.,with over 900 global partners supporting remote roles, emapta empowers professionals like you to achieve your dreams—without ever crossing borders. your success story starts here."
150,Mobile Engineer,Dragontail Systems,https://www.linkedin.com/jobs/search/currentJobId=4196037781&geoId=103697962&keywords=ai%20engineer&origin=JOB_SEARCH_PAGE_KEYWORD_AUTOCOMPLETE&refresh=true&start=125,"Ho Chi Minh City, Vietnam",Reposted 7 hours ago, 26 people clicked apply,HybridFull-time0 of 9 skills matchRequired skills are missing from your profile,"dragontail systems is the leading b2b company of revolutionary optimization software for the food and delivery industry with a global presence. ,we are proud to be part of yum! brands, a company with over 55,000 restaurants in more than 150 countries and territories primarily operating the company’s restaurant brands – kfc, pizza hut, taco bell and the habit burger grill. ,our r&d department has 7 teams: mobile, fs development, devops, data science, and qa.,we are looking to expand our mobile development team.,what you will do in the role: ,as a mobile developer, you will be a key development team member. your primary focus is on front-end development as a passionate ui/ux developer, while also possessing significant back-end development skills. you are expected to contribute to the design and delivery of components and applications. you will own your code from design to implementation and test automation, consistently delivering high-quality and valued software.,responsibilities:,define, design, and ship new features in collaboration with cross-functional teams.,continuously discover, evaluate, and implement new technologies to maximize development efficiency.,work closely with ui/ux designers to create visually appealing and intuitive mobile interfaces.,collaborate with back-end developers to integrate mobile applications with server-side systems.,communicate effectively with stakeholders, providing regular updates on project progress and responding to feedback.,technical requirements:,5+ years of mobile development experience react native - a must.,3+ years of experience with react - a must.,2+ years of experience with writing typescript - a must.,1-2 years experience with development in nodejs, go, etc.,experience with restful apis, third-party libraries, and cloud services - a must.,technical documentation understanding - a must.,ability to troubleshoot and debug applications for optimal functionality - a must.,solid understanding of the mobile application development life cycle and best practices - a must.,1+ years of unit test experience.,experience with advanced javascript frameworks (vue.js/angular) - an advantage.,experience with native mobile development (ios/android) - an advantage.,2+ years of sql experience - an advantage.,personal skills requirements: ,strong interpersonal, written, and oral communication skills.,ability to present ideas in user-friendly language.,self-motivated and directed, with keen attention to detail.,capable of executing tasks in a high-pressure environment.,strong problem-solving skills and meticulous attention to detail.,our employees work in different locations:,israel,australia,us,philippines,singapore,vietnam,attractive benefits:,100% salary during probation period,annual leave: 18 days/ year,five “recharge days” – extra days, in addition to company holidays.,flexible friday afternoon,full salary insurance,13th-month bonus,gift + 1 day off for birthday,advanced health insurance (generali),regular engagement activities: sport clubs, monthly company lunches, internal event…,support macbook and monitor,working location: waseco building, 10 pho quang street, ward 2, tan binh district, hcmc.,working hour: 9am-6pm, monday to friday."
151,Site Reliability Engineer ,WebMD Health Services,https://www.linkedin.com/jobs/search/currentJobId=4168939957&geoId=103697962&keywords=ai%20engineer&origin=JOB_SEARCH_PAGE_KEYWORD_AUTOCOMPLETE&refresh=true&start=125,"Ho Chi Minh City, Vietnam ",Reposted 3 weeks ago,48 applicants,HybridFull-time0 of 8 skills matchRequired skills are missing from your profile,"webmd is an equal opportunity/affirmative action employer and does not discriminate on the basis of race, ancestry, color, religion, sex, gender, age, marital status, sexual orientation, gender identity, national origin, medical condition, disability, veterans status, or any other basis protected by law.,about the role:,webmd health services is looking for an experienced site reliability engineer that will be responsible for designing, building and maintaining automated infrastructure provisioning, tools integration, and continuous integration and delivery platforms. you'll implement repeatable processes to ensure that code is built, packaged and delivered accurately and reliably. you will draw upon your understanding of complex systems and technology to increase the efficiency and quality of our platform and infrastructure through automation. you’ll bring knowledge in high performance web applications, microservices, and rest architecture to help ensure security, availability, reliability, scalability, and performance. you’ll collaborate with other engineers to support our hipaa and soc2 compliant platform.,responsibilities:,work closely with technology partners to build tools that enhance their ability to get software into the hands of end users.,partner with development and operations teams to continuously improve the usefulness and reliability of the tools they use to do their work.,manage on-premises and azure cloud application environments.,monitor and improve systems, as well as solve reliability problems in tools and infrastructure.,write high-quality tools and software using agile processes, including automated testing.,measure and optimize alerts and identify availability, performance, and security improvements.,participate in 24x7 shared on-call rotation. participate in the troubleshooting of production issues.,requirements:,3+ years devops automation or software development experience.,3+ years supporting windows and/or linux production environments.,1+ year of production support experience in a cloud environment.,solid scripting and development skills including experience writing high-quality, automated unit/integration tests with powershell and/or c#.,experience with highly available and high-performance web technologies.,knowledge of continuous delivery and continuous integration methods and best practices.,experience implementing and integrating system and service monitoring and alerting tools. (like solarwinds, splunk, pagerduty or similar),experience with incident and change management processes.,working or advanced knowledge of azure arm templates, azure powershell, azure cli, azure monitor., ,preferred:,automated deployment and configuration of .net, asp.net, java and node.js applications.,working in environments with a strong security focus.,experience with:,jenkins, bitbucket, azure devops, and/or git,chef, puppet, terraform or other infrastructure automation tools,cloud and container automation (aws, kubernetes, docker or similar)"
152,Senior Fullstack Engineer ,Global Fashion Group,https://www.linkedin.com/jobs/search/currentJobId=4181038504&geoId=103697962&keywords=ai%20engineer&origin=JOB_SEARCH_PAGE_KEYWORD_AUTOCOMPLETE&refresh=true&start=125,"Ho Chi Minh City, Ho Chi Minh City, Vietnam",Reposted 4 days ago,17 applicants,On-siteFull-time,"global fashion group is the leading fashion and lifestyle destination in growth markets across latam, sea and anz. from our people to our customers and partners, we exist to empower everyone to express their true selves through fashion. our three e-commerce platforms: dafiti, zalora and the iconic connect an assortment of international, local and own brands to over 800 million consumers from diverse cultures and lifestyles. gfg’s platforms provide seamless and inspiring customer experiences from discovery to delivery, powered by art & science that is infused with unparalleled local knowledge. as part of the group’s vision is to be the #1 online destination for fashion & lifestyle in growth markets, we are committed to doing this responsibly by being people and planet positive across everything we do.,for more information visit: www.global-fashion-group.com,the team,at gfg, technology is core to long-term success and is a crucial enabler of a great customer experience. we are a mix of experts in fashion, logistics, data analytics, marketing, and design, guided by business consultants and tech geniuses – everyone contributes to the success of gfg.,scope of role,work in an agile environment to develop a best-in-market experience for the iconic customers,write and maintain clean and well-tested code,deploy microservices using infrastructure as code technologies, ci/cd (github actions), terraform,work on distributed systems at scale with high traffic workloads,collaborate with other software engineers and stakeholders in your team to build and maintain apis in our microservices architecture (kubernetes),what it takes,proficiency in php, typescript and react,experience building applications in a major framework e.g. symfony, laravel,understanding of unit testing and related frameworks such as jest, phpunit,familiarity with agile and lean software engineering,understanding of fundamental engineering concepts - solid principles, clean code, design patterns, testing,awareness of major cloud provider (aws or gcp),experience designing and integrating apis - restful api,familiarity with rdbms databases (mysql, mssql, postgres, etc),ways to stand out from the crowd,exposure to docker in production (kubernetes, eks),exposure to modern devops practices - qa automation, monitoring, infrastructure-as-code (terraform),exposure to automated deployments (ci/cd),experience with node,what we offer you,the ability to cross train into devops/platforms or data engineering,the unique opportunity to have a serious impact on a growing organisation,a dynamic working environment shaping the face of fashion e-commerce in growth markets,work closely with a global talent pool with international mindset,#1 it company to work for in vietnam in 2021,best practice scaled agile engineering,amazing office and great culture! massage chairs, table tennis, video game room, quarterly team events, yearly company trip, end of the year party,hybrid working environment and work from home set up allowance,clear career progression plan and support,english classes,macbook or laptop when you start,social insurance, medical insurance & health insurance,13th month salary,15 days of annual leave, 30 days of sick leave/mental health, 1 day of occasion leave,support for gym membership,apply today and join gfg in this exciting role shaping the face of fashion e-commerce!,global fashion group embraces diversity and equality of opportunity. we are committed to building an inclusive and diverse team representing all backgrounds, with as wide a range of perspectives as possible, and harnessing industry-leading skills. we believe that the more inclusive we are, the better our work will be. we welcome and consider applications to join our team from all qualified candidates, regardless of their characteristics. we comply with all applicable laws and regulations on non-discrimination in employment (and recruitment), as well as work authorization and employment eligibility verification requirements.,apply today and join gfg in this exciting role shaping the face of fashion e-commerce!,global fashion group embraces diversity and equality of opportunity. we are committed to building an inclusive and diverse team representing all backgrounds, with as wide a range of perspectives as possible, and harnessing industry-leading skills. we believe that the more inclusive we are, the better our work will be. we welcome and consider applications to join our team from all qualified candidates, regardless of their characteristics. we comply with all applicable laws and regulations on non-discrimination in employment (and recruitment), as well as work authorization and employment eligibility verification requirements."
153,System Engineer ,VNG Corporation,https://www.linkedin.com/jobs/search/currentJobId=4197194582&geoId=103697962&keywords=ai%20engineer&origin=JOB_SEARCH_PAGE_KEYWORD_AUTOCOMPLETE&refresh=true&start=125,"Ho Chi Minh City, Vietnam ",1 week ago,69 people clicked apply,On-siteFull-time0 of 8 skills matchRequired skills are missing from your profile,"description,install and configure services based on team requirements.,deploy and manage infrastructure across cloud environments with guidance.,build and maintain ci/cd pipelines for efficient deployments.,set up monitoring, logging, and alerting systems to track system health.,monitor performance, troubleshoot issues, and respond to incidents with team support.,automate routine tasks such as backups and system checks.,work with cloud services and databases to support application needs.,collaborate with the team to improve system security and performance.,requirement,min 2 years of experience in system administration (e.g., linux, server management).,familiarity with cloud platforms (e.g., aws, gcp).,solid experience with linux system administration and troubleshooting.,proficiency in scripting languages (e.g., bash, python) for automation.,hands-on experience with configuration management or iac tools (e.g., ansible,terraform).,basic knowledge of containerization technologies (e.g., docker, kubernetes).,familiarity with ci/cd pipeline tools (e.g., gitlab ci/cd, argocd).,exposure to monitoring and logging tools (e.g., prometheus, grafana, elk).,experience installing or managing databases (e.g., couchbase, mysql).,understanding of basic networking concepts.,strong problem-solving skills and a teamwork-oriented, eager-to-learn mindset.,nice to have: experience with advanced cloud features (e.g., load balancing, cdn)."
154,Embedded C++/ Linux Developer ,FPT Software,https://www.linkedin.com/jobs/search/currentJobId=4207964046&geoId=103697962&keywords=ai%20engineer&origin=JOB_SEARCH_PAGE_KEYWORD_AUTOCOMPLETE&refresh=true&start=125,"Ho Chi Minh City, Vietnam ",2 days ago,12 applicants,On-siteFull-time0 of 10 skills matchRequired skills are missing from your profile,"job overview,we are looking for a skilled c++ linux embedded engineer to work on the development of a dash cam system. the role involves working primarily with linux and c++ on hardware platforms with soc and syscon. the engineer will develop and optimize software that integrates with d-bus communication, spi, wifi communication, and streaming capabilities, ensuring robust performance and reliability.,responsibilities,develop and maintain embedded software for dash cam devices running on linux with c++ programming language.,implement and optimize system-level features, including power control, g sensor, log system history, pwm, …, and process management.,work with buildroot for system customization and optimization.,implement streaming features using live555, ffmpeg,develop and maintain linux services with d-bus for interprocess communication.,ensure proper process state (pps) management.,utilize modern c++ (including unique pointer, shared pointer) and object-oriented programming (oop) principles to develop robust and efficient software.,be able to perform or work with static code analysis tools.,ensure compliance with industry standards such as misra c++, c-cert, and complexity, coverity analysis.,conduct debugging, testing, and validation of the software on embedded platforms and linux environment.,design and implement uml diagrams, including block diagram, class diagram, activity diagram, sequence diagram, state machine diagram, and use case.,create test specifications and execute component test, unit test, and integration test.,design detailed architecture and module specifications (detail design).,debug and analyze linux services to ensure smooth operation.,requirements,basic qualification,strong c++ programming skills, including modern c++ (c++11 and later).,deep understanding of linux-based embedded systems.,experience with buildroot for embedded linux system customization.,knowledge of spi and wifi communication protocols.,experience with streaming technologies, especially live555.,understanding of linux services, interprocess communication (d-bus), and process state (pps) management.,familiarity with power control, g sensor integration in embedded systems.,ability to design and work with uml diagrams (block, class, activity, sequence, state machine, use case).,hands-on experience with misra c++, c-cert for coding standards.,proficiency in static code analysis tools like coverity.,experience in writing test specifications and performing test,strong debugging skills for linux services and embedded applications.,experience in detail design for modular and scalable software architecture.,nice to have:,experience developing software for dash cam or similar embedded camera systems.,knowledge of real-time operating systems (rtos) in embedded applications.,familiarity with machine learning or ai-based image processing for dash cam applications.,experience with agile development methodologies.,experience required for quality assurance:,at least 4 years of experience in embedded linux development with c++.,prior experience in embedded hardware platforms using soc & syscon.,experience with dash cam or similar embedded camera systems is a plus.,familiarity with agile methodologies and working in a collaborative development environment.,what company offers,salary range: negotiate,performance-based bonuses ,fpt care insurance plan tailored for fpt employees,attractive annual summer vacation allowance,sponsored training courses for personal growth and up to 100% coverage for certification costs,global and inclusive workplace with monthly cross-cultural events,international exposure and career growth across global locations,work-life balance benefits with a flexible leave policy and annual health check-ups to support employee well-being"
155,Cloud Engineer Intern (HCM and HN location),Noventiq Vietnam,https://www.linkedin.com/jobs/search/currentJobId=4197835599&geoId=103697962&keywords=ai%20engineer&origin=JOB_SEARCH_PAGE_KEYWORD_AUTOCOMPLETE&refresh=true&start=125,"Ho Chi Minh City, Vietnam", 2 weeks ago,Over 100 applicants,HybridInternship0 of 8 skills matchRequired skills are missing from your profile,"cloud developer intern,about us: noventiq (noventiq holdings plc) is a premier global provider of cutting-edge digital transformation and cybersecurity solutions, headquartered in london. we empower businesses to thrive in the digital age, connecting them with top-tier it vendors and delivering our own innovative services and proprietary solutions.,why noventiq our success is driven by a robust three-dimensional strategy focused on expanding our market presence, diversifying our product portfolio, and enhancing our sales channels. through strategic m&a activities, we are poised to capitalize on industry consolidation and achieve unprecedented growth. with a dynamic team of approximately 6,400 employees operating in around 60 countries, we have a significant footprint in regions with immense growth potential, including latin america, emea, apac, and a notable presence in india.,your opportunity: join a globally recognized organization, celebrated with multiple ""great place to work"" awards. at noventiq, your ideas matter. we foster an environment where innovation thrives and collaboration is a cornerstone. be a part of our journey to drive digital transformation worldwide.,ready to make an impact if you're passionate about shaping the future of digital transformation and cybersecurity, we want you on our team. join us and be a part of a global organization where your contributions are valued, and your potential is limitless. join us today!,now we’re looking for cloud engineer intern to bring your talent to noventiq vietnam. you’ll be a part of our services delivery team.,what you’ll do:,creative, multi-tasking, self-motivated,participation in delivering projects based on microsoft on-premises services (active directory, exchange server), microsoft 365 services, microsoft security and azure cloud platform;,writing project documentation and user\admin guides;,training sessions for customers.,knowledge and skills:,entry-level, 3rd/4th-year students or fresher to 6 months experience,own basic knowledge in core it principles and background/major in computer science,good command of english (written and spoken),hands-on experience is a plus,vietnam nationality only,what we offer:,working time: mond-fri, flexible working time.,allowance 4,000,000 vnd/ month,opportunity to be upgraded to full-time employee,get experience in cloud migration service,learn and get microsoft azure certificates,participate in azure cloud architecture design,learn microsoft 365 and modern workplace service,learn microsoft on-premises services such as active directory, exchange server,on-the-job training and participation in practical projects,opportunities to work with global colleagues from different cultures,performance review and upgrade full-time employee,other activities: exciting engagement events, training opportunities, etc."
